ID,CHURN,Gender,Status,Children,Est Income,Car Owner,Age,LongDistance,International,Local,Dropped,Paymethod,LocalBilltype,LongDistanceBilltype,Usage,RatePlan
873,"F","M","M",1.000000,69406.700000,"Y",38.000000,6.900000,7.210000,128.100000,1.000000,"CC","FreeLocal","Standard",142.230000,2.000000
875,"F","F","M",2.000000,83259.300000,"N",50.880000,0.000000,0.000000,4.460000,0.000000,"CC","Budget","Standard",4.460000,1.000000
878,"F","M","M",1.000000,20818.500000,"N",12.680000,9.130000,6.290000,47.850000,0.000000,"Auto","FreeLocal","Standard",63.280000,2.000000
882,"F","F","M",2.000000,2185.600000,"N",52.513333,7.120000,0.000000,20.950000,1.000000,"CH","Budget","Standard",28.070000,1.000000
884,"T","M","M",1.000000,76511.300000,"N",62.080000,21.680000,3.460000,17.370000,0.000000,"CC","FreeLocal","Standard",42.520000,2.000000
886,"T","F","M",1.000000,34555.000000,"N",23.000000,25.770000,0.000000,8.840000,0.000000,"CH","FreeLocal","Standard",34.610000,4.000000
887,"F","F","M",2.000000,11234.700000,"Y",49.046667,0.690000,0.000000,112.720000,0.000000,"CC","Budget","Standard",113.420000,2.000000
889,"F","F","M",2.000000,36660.900000,"Y",39.960000,0.000000,0.000000,3.360000,1.000000,"CH","Budget","Intnl_discount",3.360000,3.000000
891,"F","F","M",2.000000,68462.800000,"N",34.400000,24.390000,5.930000,60.510000,0.000000,"CC","FreeLocal","Standard",90.840000,1.000000
894,"F","F","M",2.000000,72841.300000,"N",47.020000,10.360000,0.000000,72.160000,0.000000,"CC","Budget","Standard",82.530000,2.000000
895,"F","F","M",2.000000,63670.800000,"Y",46.146667,27.390000,0.000000,51.470000,0.000000,"Auto","FreeLocal","Standard",78.870000,3.000000
896,"T","M","S",0.000000,80000.000000,"N",41.000000,29.730000,5.240000,35.730000,0.000000,"CC","Budget","Standard",70.700000,3.000000
897,"F","F","S",1.000000,83287.000000,"Y",47.000000,20.440000,0.000000,100.080000,0.000000,"Auto","Budget","Standard",120.530000,3.000000
898,"F","M","M",0.000000,12387.600000,"N",56.173333,2.000000,0.000000,65.930000,0.000000,"Auto","FreeLocal","Standard",93.850000,2.000000
900,"F","F","M",1.000000,82931.300000,"N",64.640000,19.240000,0.000000,118.000000,0.000000,"Auto","FreeLocal","Standard",137.250000,1.000000
901,"F","F","M",2.000000,57483.900000,"N",44.026667,17.010000,0.000000,27.290000,0.000000,"CH","Budget","Standard",44.300000,3.000000
903,"T","F","S",2.000000,21274.000000,"N",45.526667,10.870000,0.000000,32.430000,0.000000,"Auto","FreeLocal","Standard",43.310000,4.000000
904,"F","F","M",2.000000,28267.000000,"N",30.093333,21.870000,0.000000,192.530000,0.000000,"CC","FreeLocal","Standard",214.410000,2.000000
906,"F","F","M",2.000000,36725.100000,"N",55.793333,8.650000,9.220000,77.000000,0.000000,"CH","Budget","Standard",94.880000,3.000000
910,"T","M","S",1.000000,94188.300000,"N",57.546667,20.860000,0.860000,19.780000,0.000000,"CC","Budget","Standard",41.510000,4.000000
913,"F","F","M",2.000000,91861.000000,"Y",41.980000,15.320000,0.000000,6.740000,0.000000,"CC","Budget","Standard",22.060000,2.000000
916,"T","F","S",1.000000,12374.900000,"Y",33.493333,17.490000,0.000000,106.100000,0.000000,"Auto","FreeLocal","Standard",123.590000,1.000000
917,"T","F","M",2.000000,69133.900000,"Y",26.833333,8.580000,0.000000,37.730000,0.000000,"CH","FreeLocal","Standard",46.320000,1.000000
919,"F","F","M",2.000000,84948.000000,"Y",29.446667,11.140000,0.000000,12.580000,0.000000,"CH","FreeLocal","Intnl_discount",23.730000,3.000000
920,"F","F","M",2.000000,30998.800000,"N",40.960000,2.400000,0.000000,50.500000,0.000000,"Auto","Budget","Standard",52.910000,3.000000
926,"F","M","D",1.000000,21416.500000,"N",35.653333,9.900000,9.170000,8.530000,0.000000,"CC","FreeLocal","Intnl_discount",27.610000,2.000000
930,"F","M","S",1.000000,78554.200000,"N",16.700000,5.590000,7.260000,23.030000,0.000000,"Auto","Budget","Standard",35.880000,2.000000
931,"T","M","S",1.000000,3960.500000,"N",14.693333,29.780000,0.000000,66.350000,0.000000,"Auto","FreeLocal","Standard",96.130000,2.000000
933,"T","M","M",0.000000,60101.100000,"Y",63.766667,27.700000,6.110000,124.140000,2.000000,"CH","FreeLocal","Standard",157.960000,2.000000
934,"F","F","M",2.000000,38215.900000,"N",30.886667,0.000000,0.000000,0.970000,0.000000,"Auto","Budget","Standard",0.970000,4.000000
935,"T","F","M",1.000000,13829.400000,"N",20.000000,29.000000,0.000000,160.420000,0.000000,"CC","FreeLocal","Standard",176.610000,1.000000
936,"F","F","M",2.000000,49745.300000,"N",47.966667,2.840000,0.000000,24.440000,0.000000,"CH","Budget","Intnl_discount",27.280000,2.000000
938,"F","F","M",2.000000,88427.000000,"N",13.860000,22.460000,4.160000,43.340000,0.000000,"CC","Budget","Standard",69.970000,2.000000
939,"F","F","M",2.000000,98003.700000,"Y",26.273333,1.030000,0.000000,83.390000,0.000000,"CC","FreeLocal","Intnl_discount",84.420000,3.000000
940,"T","M","S",0.000000,89142.700000,"N",53.693333,3.760000,8.130000,5.010000,0.000000,"CC","Budget","Intnl_discount",16.910000,4.000000
941,"F","F","S",0.000000,74530.800000,"N",63.086667,20.890000,0.490000,106.500000,0.000000,"Auto","FreeLocal","Intnl_discount",127.890000,3.000000
943,"T","F","S",0.000000,40120.000000,"N",22.000000,30.000000,0.000000,262.910000,0.000000,"CC","Budget","Standard",265.780000,3.000000
948,"F","F","M",2.000000,76289.200000,"N",48.206667,22.200000,0.000000,82.430000,0.000000,"CC","Budget","Intnl_discount",104.630000,3.000000
950,"T","M","M",1.000000,66931.900000,"N",63.933333,11.720000,0.390000,5.350000,0.000000,"CC","Budget","Standard",17.460000,3.000000
951,"T","F","D",0.000000,40120.000000,"Y",21.000000,40.000000,0.000000,99.730000,0.000000,"CC","FreeLocal","Standard",108.300000,2.000000
952,"T","F","M",1.000000,40120.000000,"N",22.000000,26.000000,0.000000,26.780000,0.000000,"Auto","FreeLocal","Intnl_discount",48.080000,4.000000
953,"T","F","S",0.000000,40120.000000,"N",24.000000,27.000000,0.000000,154.770000,0.000000,"CC","Budget","Intnl_discount",168.280000,3.000000
954,"T","F","S",0.000000,40120.000000,"N",24.000000,26.000000,0.000000,61.440000,0.000000,"CC","Budget","Standard",65.790000,2.000000
955,"T","F","S",2.000000,42000.000000,"N",23.000000,33.000000,0.000000,35.730000,0.000000,"Auto","Budget","Standard",41.780000,4.000000
956,"T","F","S",0.000000,40120.000000,"N",20.000000,33.000000,0.000000,9.510000,0.000000,"Auto","Budget","Intnl_discount",23.520000,4.000000
957,"T","F","S",2.000000,40120.000000,"N",22.000000,37.000000,2.220000,38.180000,0.000000,"CC","FreeLocal","Standard",62.950000,2.000000
958,"T","F","S",1.000000,40120.000000,"N",21.000000,28.450000,0.000000,106.300000,0.000000,"CC","Budget","Standard",134.750000,1.000000
962,"F","F","M",2.000000,90271.600000,"N",44.926667,13.960000,0.000000,96.430000,0.000000,"CC","FreeLocal","Standard",110.400000,1.000000
967,"F","F","M",2.000000,64816.600000,"Y",31.126667,21.000000,0.000000,6.870000,0.000000,"CC","Budget","Standard",27.870000,4.000000
968,"F","F","M",2.000000,98217.100000,"N",44.980000,29.490000,0.000000,13.240000,0.000000,"CC","FreeLocal","Standard",42.740000,4.000000
970,"T","F","S",1.000000,2929.130000,"N",53.506667,14.000000,0.000000,88.230000,0.000000,"CH","Budget","Intnl_discount",102.230000,1.000000
972,"F","F","M",2.000000,41876.600000,"Y",44.093333,6.780000,0.000000,132.650000,0.000000,"CC","FreeLocal","Standard",139.440000,4.000000
973,"T","M","M",0.000000,96223.400000,"Y",64.760000,11.810000,0.630000,5.730000,0.000000,"CC","FreeLocal","Standard",18.180000,3.000000
974,"T","F","S",0.000000,15989.300000,"N",61.693333,3.670000,0.000000,25.490000,1.000000,"CC","Budget","Intnl_discount",29.170000,3.000000
975,"T","M","M",0.000000,69168.400000,"Y",62.426667,14.160000,6.010000,214.730000,0.000000,"CC","Budget","Standard",234.910000,3.000000
976,"F","M","M",1.000000,92148.500000,"Y",38.000000,2.000000,0.000000,100.900000,0.000000,"CC","Budget","Intnl_discount",113.680000,2.000000
977,"F","M","M",0.000000,96681.000000,"Y",19.760000,2.000000,7.660000,40.920000,0.000000,"CC","Budget","Standard",73.760000,2.000000
978,"F","M","S",0.000000,62705.900000,"Y",39.000000,2.000000,0.000000,6.810000,0.000000,"CC","FreeLocal","Intnl_discount",33.440000,2.000000
979,"F","M","S",0.000000,80221.200000,"N",29.026667,2.000000,0.000000,49.560000,0.000000,"Auto","FreeLocal","Standard",50.480000,2.000000
980,"F","M","S",0.000000,84479.200000,"N",28.000000,2.000000,0.000000,43.010000,0.000000,"CC","FreeLocal","Standard",56.230000,2.000000
981,"F","F","M",2.000000,64977.400000,"N",38.193333,28.110000,0.000000,17.660000,0.000000,"CC","FreeLocal","Standard",45.770000,3.000000
982,"T","F","M",0.000000,77994.000000,"N",50.553333,12.400000,0.000000,89.620000,0.000000,"CH","FreeLocal","Standard",102.020000,1.000000
983,"F","M","M",2.000000,90103.700000,"N",34.946667,12.230000,8.870000,45.340000,0.000000,"CC","Budget","Intnl_discount",66.450000,4.000000
984,"T","F","M",0.000000,59008.400000,"Y",30.180000,12.860000,0.000000,18.730000,0.000000,"CC","Budget","Standard",31.590000,1.000000
985,"F","M","M",2.000000,5265.350000,"N",52.873333,2.330000,5.300000,23.460000,0.000000,"Auto","Budget","Intnl_discount",31.100000,3.000000
986,"F","M","S",1.000000,84978.100000,"N",21.640000,5.030000,7.680000,76.070000,0.000000,"CH","FreeLocal","Intnl_discount",88.790000,2.000000
987,"F","F","M",2.000000,36647.900000,"N",49.986667,21.410000,0.000000,85.960000,0.000000,"CC","Budget","Intnl_discount",107.380000,4.000000
988,"T","F","S",0.000000,64319.200000,"N",41.226667,3.010000,0.000000,37.150000,0.000000,"CH","Budget","Intnl_discount",40.160000,1.000000
989,"F","F","S",1.000000,73338.000000,"N",48.246667,20.920000,0.000000,9.010000,0.000000,"Auto","Budget","Intnl_discount",29.930000,2.000000
990,"T","F","S",0.000000,433.740000,"N",60.746667,3.300000,0.000000,40.910000,0.000000,"CC","FreeLocal","Standard",44.220000,2.000000
991,"F","F","M",2.000000,16962.200000,"N",45.360000,18.600000,0.000000,8.960000,0.000000,"CC","Budget","Standard",27.570000,2.000000
993,"F","M","M",2.000000,10708.300000,"N",26.026667,20.830000,4.850000,117.260000,0.000000,"CH","Budget","Intnl_discount",142.950000,1.000000
996,"T","F","M",0.000000,2031.610000,"N",20.300000,21.640000,0.000000,87.400000,0.000000,"CC","Budget","Standard",109.040000,1.000000
1000,"F","F","S",2.000000,16938.500000,"N",52.000000,13.350000,0.000000,8.760000,0.000000,"CH","FreeLocal","Standard",22.110000,3.000000
1003,"F","F","M",0.000000,55221.000000,"N",43.000000,0.490000,0.000000,15.200000,0.000000,"CC","FreeLocal","Standard",15.690000,1.000000
1004,"F","F","M",1.000000,8073.110000,"N",46.000000,28.700000,0.000000,60.350000,0.000000,"Auto","FreeLocal","Standard",89.050000,4.000000
1005,"F","M","M",0.000000,95448.600000,"Y",53.680000,24.240000,0.000000,5.210000,0.000000,"CH","Budget","Standard",29.460000,4.000000
1006,"T","M","S",1.000000,24141.500000,"Y",17.006667,28.820000,0.000000,97.050000,0.000000,"CC","FreeLocal","Standard",125.870000,1.000000
1007,"F","M","S",2.000000,63152.600000,"Y",63.173333,29.930000,0.000000,40.070000,0.000000,"CC","Budget","Intnl_discount",70.010000,1.000000
1008,"F","M","S",1.000000,31952.000000,"N",34.266667,0.000000,0.000000,4.870000,2.000000,"CC","Budget","Standard",4.870000,2.000000
1009,"F","M","S",2.000000,72084.700000,"N",55.640000,29.110000,0.000000,9.020000,0.000000,"CC","Budget","Intnl_discount",38.130000,2.000000
1010,"F","F","S",0.000000,42760.500000,"N",47.000000,13.470000,0.000000,40.230000,0.000000,"CC","Budget","Standard",53.700000,4.000000
1011,"F","F","S",1.000000,49072.000000,"N",48.000000,23.500000,0.000000,10.740000,0.000000,"Auto","Budget","Intnl_discount",34.250000,3.000000
1012,"F","F","M",0.000000,27371.800000,"Y",52.646667,16.140000,0.000000,126.550000,0.000000,"CC","FreeLocal","Standard",142.700000,3.000000
1016,"T","M","M",1.000000,71472.900000,"N",41.913333,16.020000,0.000000,114.200000,0.000000,"CH","Budget","Standard",130.220000,1.000000
1017,"F","F","M",0.000000,95405.700000,"N",48.000000,7.740000,0.000000,6.210000,0.000000,"CC","Budget","Standard",13.960000,3.000000
1018,"F","F","S",0.000000,95786.800000,"Y",52.646667,21.330000,0.000000,87.460000,0.000000,"CC","Budget","Standard",108.790000,1.000000
1020,"T","M","S",0.000000,90321.600000,"N",55.113333,0.870000,0.000000,11.520000,0.000000,"CC","FreeLocal","Intnl_discount",12.390000,3.000000
1021,"T","M","D",1.000000,90478.600000,"N",54.553333,18.020000,0.000000,136.470000,0.000000,"CC","FreeLocal","Standard",154.490000,4.000000
1022,"F","F","M",2.000000,56187.000000,"N",43.000000,8.090000,0.000000,13.740000,0.000000,"CH","Budget","Standard",21.830000,3.000000
1023,"F","M","M",1.000000,28313.100000,"N",20.893333,6.890000,0.000000,6.740000,0.000000,"CC","Budget","Standard",13.630000,2.000000
1025,"T","F","S",1.000000,41000.000000,"N",24.393333,23.560000,0.000000,206.080000,0.000000,"CC","Budget","Intnl_discount",229.640000,2.000000
1030,"F","M","M",2.000000,29616.000000,"N",49.426667,29.780000,0.000000,45.500000,0.000000,"CH","FreeLocal","Standard",75.290000,4.000000
1032,"F","M","M",0.000000,19732.800000,"N",50.673333,24.810000,0.000000,22.440000,0.000000,"CC","FreeLocal","Standard",47.250000,1.000000
1035,"F","M","S",2.000000,96.330000,"N",56.473333,26.130000,0.000000,32.880000,1.000000,"CC","Budget","Standard",59.010000,3.000000
1038,"F","F","M",2.000000,52004.800000,"N",25.140000,5.030000,0.000000,23.110000,0.000000,"CH","Budget","Intnl_discount",28.140000,2.000000
1041,"F","M","M",2.000000,53010.800000,"N",18.840000,12.450000,0.000000,46.420000,4.000000,"CC","FreeLocal","Standard",58.870000,4.000000
1042,"F","M","M",0.000000,75004.500000,"N",64.800000,26.520000,0.000000,32.190000,0.000000,"CC","Budget","Intnl_discount",58.720000,1.000000
1045,"F","M","M",0.000000,19749.300000,"N",60.366667,20.220000,0.000000,13.940000,0.000000,"CC","Budget","Standard",34.170000,2.000000
1046,"F","M","S",1.000000,57626.900000,"Y",43.906667,9.380000,0.000000,38.960000,0.000000,"CC","Budget","Standard",48.350000,1.000000
1047,"F","M","M",2.000000,20078.000000,"N",32.846667,9.650000,0.000000,6.330000,0.000000,"CC","Budget","Intnl_discount",15.980000,1.000000
1048,"F","F","M",2.000000,47902.000000,"N",26.033333,17.440000,4.940000,49.920000,1.000000,"Auto","FreeLocal","Standard",72.310000,3.000000
1053,"T","M","M",1.000000,7545.960000,"Y",16.753333,22.390000,0.000000,178.360000,0.000000,"CC","Budget","Standard",200.750000,2.000000
1059,"F","F","S",0.000000,78851.300000,"N",48.373333,0.370000,0.000000,28.660000,0.000000,"CC","FreeLocal","Standard",29.040000,3.000000
1060,"T","F","S",1.000000,17540.700000,"Y",62.786667,22.170000,0.570000,13.450000,0.000000,"Auto","Budget","Standard",36.200000,1.000000
1061,"T","F","M",0.000000,83891.900000,"Y",61.020000,28.920000,0.000000,45.470000,0.000000,"CH","Budget","Standard",74.400000,4.000000
1062,"T","F","M",2.000000,28220.800000,"N",38.766667,26.490000,0.000000,12.460000,0.000000,"CC","FreeLocal","Standard",38.950000,4.000000
1064,"T","F","S",0.000000,28589.100000,"N",15.600000,13.190000,0.000000,87.090000,0.000000,"CC","FreeLocal","Standard",100.280000,1.000000
1066,"F","F","M",2.000000,5237.630000,"N",48.753333,13.320000,8.050000,56.640000,0.000000,"CC","Budget","Standard",78.020000,3.000000
1069,"T","M","S",2.000000,89459.900000,"N",53.280000,11.540000,1.610000,22.900000,0.000000,"CC","FreeLocal","Standard",36.050000,2.000000
1072,"T","F","S",1.000000,13576.500000,"N",39.426667,14.830000,0.000000,25.660000,0.000000,"CC","Budget","Standard",40.490000,4.000000
1073,"F","F","S",0.000000,81710.900000,"N",58.540000,20.950000,0.000000,15.460000,1.000000,"CC","FreeLocal","Standard",36.420000,4.000000
1076,"T","F","M",2.000000,67388.000000,"N",53.120000,4.790000,0.500000,91.040000,1.000000,"CC","Budget","Standard",96.330000,4.000000
1077,"F","F","M",1.000000,57063.000000,"Y",52.333333,16.790000,0.000000,81.300000,0.000000,"CH","Budget","Standard",98.100000,4.000000
1078,"T","F","M",2.000000,84166.100000,"N",54.013333,3.280000,0.000000,11.740000,1.000000,"CC","Budget","Standard",15.020000,1.000000
1079,"F","F","S",0.000000,45612.900000,"N",14.300000,12.530000,0.000000,311.290000,0.000000,"CC","Budget","Standard",323.820000,4.000000
1084,"T","F","S",1.000000,7737.940000,"N",42.666667,11.050000,0.000000,50.840000,0.000000,"CC","FreeLocal","Standard",61.900000,4.000000
1085,"T","M","S",2.000000,120000.000000,"N",42.000000,21.370000,0.000000,293.240000,0.000000,"CH","Budget","Standard",314.620000,2.000000
1086,"F","F","M",2.000000,45287.600000,"Y",29.026667,0.000000,0.000000,2.970000,0.000000,"CC","Budget","Standard",2.970000,2.000000
1087,"T","F","M",2.000000,59613.100000,"N",34.320000,12.370000,0.000000,163.410000,0.000000,"CC","Budget","Intnl_discount",175.780000,4.000000
1089,"T","F","S",1.000000,16326.700000,"N",50.613333,0.000000,0.000000,1.340000,0.000000,"CC","FreeLocal","Intnl_discount",1.340000,2.000000
1092,"T","F","S",2.000000,9559.780000,"N",51.380000,18.310000,0.000000,59.590000,0.000000,"CC","FreeLocal","Standard",77.910000,2.000000
1095,"F","F","M",2.000000,42031.800000,"N",50.753333,20.450000,0.000000,39.330000,0.000000,"CH","Budget","Intnl_discount",59.780000,4.000000
1097,"F","F","M",2.000000,83284.100000,"Y",28.420000,26.910000,0.000000,9.040000,0.000000,"Auto","FreeLocal","Intnl_discount",35.960000,3.000000
1098,"F","M","M",1.000000,39229.100000,"N",26.260000,28.820000,4.740000,13.530000,0.000000,"CC","Budget","Intnl_discount",47.100000,4.000000
1099,"F","F","D",1.000000,68427.400000,"N",42.393333,23.760000,0.000000,50.050000,0.000000,"Auto","FreeLocal","Standard",73.810000,1.000000
1101,"T","M","S",0.000000,3601.710000,"N",49.266667,9.570000,4.190000,111.840000,0.000000,"Auto","Budget","Intnl_discount",125.600000,4.000000
1103,"T","F","S",0.000000,98716.300000,"N",55.660000,20.970000,8.230000,13.920000,0.000000,"CC","FreeLocal","Standard",43.130000,4.000000
1104,"F","F","S",2.000000,66182.700000,"Y",62.480000,11.700000,0.000000,47.170000,0.000000,"Auto","Budget","Standard",58.870000,4.000000
1105,"T","F","M",2.000000,84789.300000,"N",50.433333,14.220000,8.800000,10.450000,0.000000,"CH","FreeLocal","Standard",33.470000,4.000000
1107,"T","F","M",2.000000,35976.500000,"Y",48.853333,18.850000,0.000000,31.780000,0.000000,"Auto","FreeLocal","Intnl_discount",50.630000,4.000000
1108,"F","F","M",0.000000,32703.100000,"Y",64.920000,16.800000,0.000000,56.090000,0.000000,"CC","Budget","Intnl_discount",72.890000,4.000000
1110,"F","F","M",2.000000,8204.720000,"N",52.973333,15.590000,0.000000,24.190000,0.000000,"CH","FreeLocal","Standard",39.790000,2.000000
1111,"T","M","M",1.000000,97180.400000,"N",50.600000,8.210000,9.630000,45.660000,0.000000,"CC","FreeLocal","Standard",63.510000,3.000000
1112,"F","F","M",0.000000,80405.100000,"N",60.226667,2.910000,8.950000,17.110000,0.000000,"CC","FreeLocal","Standard",28.980000,4.000000
1113,"F","F","S",2.000000,38280.000000,"N",33.740000,11.640000,0.000000,74.970000,0.000000,"Auto","FreeLocal","Intnl_discount",86.610000,2.000000
1114,"T","M","S",0.000000,64136.600000,"Y",61.106667,16.210000,1.000000,125.150000,0.000000,"CC","FreeLocal","Intnl_discount",142.370000,1.000000
1116,"T","F","M",2.000000,45429.700000,"Y",61.713333,24.700000,0.000000,73.040000,0.000000,"CH","FreeLocal","Standard",97.740000,2.000000
1118,"T","F","S",0.000000,25285.500000,"N",53.986667,9.370000,0.000000,11.930000,0.000000,"CC","FreeLocal","Standard",21.300000,3.000000
1119,"F","F","M",2.000000,77551.100000,"Y",33.600000,20.530000,0.000000,41.890000,1.000000,"CC","Budget","Intnl_discount",62.420000,3.000000
1120,"T","F","M",0.000000,38538.400000,"N",12.326667,22.860000,8.320000,16.480000,0.000000,"CC","FreeLocal","Standard",47.660000,1.000000
1127,"F","M","M",0.000000,92881.800000,"N",21.380000,2.150000,6.120000,85.290000,0.000000,"CC","FreeLocal","Standard",93.570000,2.000000
1128,"T","M","S",2.000000,43634.500000,"N",21.780000,29.440000,9.420000,104.640000,0.000000,"CC","Budget","Standard",143.500000,2.000000
1132,"T","F","S",1.000000,13109.100000,"N",62.606667,22.380000,0.000000,40.480000,0.000000,"Auto","Budget","Standard",62.870000,1.000000
1133,"T","M","S",1.000000,92647.500000,"N",56.046667,16.040000,5.740000,10.340000,0.000000,"CC","Budget","Standard",32.130000,2.000000
1134,"F","M","S",2.000000,21021.600000,"Y",62.753333,2.000000,0.000000,11.190000,0.000000,"CC","Budget","Standard",14.950000,2.000000
1135,"T","M","S",0.000000,74460.700000,"Y",55.340000,25.530000,0.990000,179.930000,0.000000,"CC","FreeLocal","Standard",206.460000,2.000000
1138,"T","F","S",2.000000,28787.400000,"N",41.666667,27.970000,0.000000,58.090000,0.000000,"Auto","Budget","Standard",86.060000,1.000000
1141,"F","M","M",1.000000,13091.600000,"N",59.126667,22.790000,0.000000,20.260000,0.000000,"CC","Budget","Intnl_discount",43.060000,4.000000
1144,"F","F","M",2.000000,62061.800000,"Y",45.920000,29.860000,0.000000,52.220000,0.000000,"Auto","FreeLocal","Standard",82.080000,1.000000
1145,"T","F","M",1.000000,20550.900000,"Y",22.120000,27.720000,0.860000,57.060000,0.000000,"CC","Budget","Standard",85.640000,1.000000
1148,"F","M","M",2.000000,1765.410000,"N",18.766667,3.040000,0.000000,44.950000,0.000000,"CC","FreeLocal","Standard",47.990000,4.000000
1151,"T","F","S",2.000000,19131.100000,"N",56.186667,22.150000,0.000000,34.910000,0.000000,"Auto","Budget","Standard",57.070000,2.000000
1157,"F","M","M",2.000000,42750.300000,"Y",50.493333,20.590000,1.970000,112.400000,0.000000,"Auto","Budget","Intnl_discount",134.970000,2.000000
1159,"T","F","S",2.000000,2842.550000,"N",45.920000,0.000000,0.000000,0.790000,0.000000,"Auto","Budget","Intnl_discount",0.790000,4.000000
1160,"F","M","M",2.000000,22358.100000,"N",52.626667,15.540000,1.520000,12.190000,0.000000,"CC","Budget","Standard",29.250000,3.000000
1162,"F","M","M",0.000000,47870.800000,"Y",27.260000,2.000000,1.170000,12.480000,0.000000,"CC","FreeLocal","Standard",13.820000,2.000000
1163,"F","F","S",2.000000,6440.460000,"Y",43.000000,22.660000,0.000000,27.200000,0.000000,"CH","Budget","Standard",49.860000,2.000000
1164,"T","F","S",0.000000,7325.500000,"N",36.920000,28.520000,0.000000,161.540000,0.000000,"CC","FreeLocal","Intnl_discount",190.060000,3.000000
1166,"F","M","M",2.000000,28766.900000,"N",46.840000,6.110000,0.000000,58.080000,0.000000,"CC","Budget","Standard",64.200000,1.000000
1171,"F","M","S",0.000000,72928.200000,"N",38.733333,7.450000,0.000000,196.220000,0.000000,"CC","Budget","Standard",203.670000,2.000000
1172,"F","M","M",2.000000,91272.200000,"Y",25.033333,26.990000,0.000000,13.010000,0.000000,"CC","FreeLocal","Standard",40.000000,1.000000
1178,"T","M","S",0.000000,65000.000000,"Y",52.266667,11.630000,9.700000,115.660000,1.000000,"Auto","FreeLocal","Intnl_discount",137.000000,1.000000
1182,"F","M","M",2.000000,1406.050000,"Y",19.306667,11.550000,0.000000,15.170000,0.000000,"CC","Budget","Standard",26.720000,1.000000
1184,"F","F","S",0.000000,73228.300000,"N",46.000000,22.470000,0.000000,28.110000,0.000000,"Auto","Budget","Standard",50.580000,3.000000
1185,"F","F","S",2.000000,76231.900000,"N",63.806667,2.010000,0.000000,150.750000,0.000000,"Auto","FreeLocal","Standard",152.760000,3.000000
1190,"T","M","M",1.000000,64792.300000,"N",52.146667,13.050000,1.510000,36.840000,0.000000,"CH","FreeLocal","Standard",51.410000,1.000000
1193,"T","F","S",0.000000,93322.100000,"Y",40.313333,29.920000,0.000000,8.790000,0.000000,"CH","Budget","Intnl_discount",38.720000,1.000000
1198,"T","M","M",1.000000,63437.300000,"N",63.653333,0.680000,3.350000,10.940000,0.000000,"CC","Budget","Intnl_discount",14.980000,4.000000
1202,"F","M","M",2.000000,49910.700000,"Y",51.520000,27.420000,0.000000,23.720000,0.000000,"CC","Budget","Standard",51.140000,4.000000
1204,"T","M","M",1.000000,76161.400000,"Y",44.573333,11.960000,0.000000,25.580000,0.000000,"CC","FreeLocal","Standard",37.550000,3.000000
1205,"F","F","M",2.000000,55860.000000,"Y",14.573333,16.010000,0.000000,10.350000,0.000000,"CC","FreeLocal","Intnl_discount",26.370000,1.000000
1206,"T","F","S",1.000000,12686.000000,"N",64.800000,23.230000,0.000000,80.640000,0.000000,"Auto","Budget","Standard",103.880000,4.000000
1214,"F","M","M",2.000000,57360.800000,"Y",53.253333,10.360000,0.000000,57.250000,0.000000,"CC","FreeLocal","Standard",67.610000,1.000000
1215,"T","M","M",0.000000,92414.700000,"Y",45.513333,29.430000,0.000000,10.620000,0.000000,"CC","FreeLocal","Standard",40.060000,1.000000
1216,"T","M","M",0.000000,60102.700000,"N",42.140000,9.840000,0.000000,62.440000,1.000000,"CH","FreeLocal","Standard",72.290000,3.000000
1218,"F","F","M",2.000000,17888.700000,"N",52.646667,29.410000,0.000000,332.460000,0.000000,"CC","Budget","Standard",361.880000,2.000000
1219,"T","F","S",1.000000,12526.300000,"N",53.553333,11.720000,0.000000,28.860000,0.000000,"CC","FreeLocal","Intnl_discount",40.590000,3.000000
1222,"T","F","S",2.000000,14578.800000,"Y",60.933333,11.910000,0.000000,95.100000,0.000000,"Auto","Budget","Standard",107.020000,1.000000
1225,"T","M","M",0.000000,78572.200000,"Y",42.346667,21.810000,0.000000,29.280000,1.000000,"CC","FreeLocal","Standard",51.090000,1.000000
1226,"F","M","M",1.000000,3933.740000,"N",17.860000,9.750000,0.000000,47.910000,0.000000,"CC","Budget","Intnl_discount",57.670000,2.000000
1227,"F","F","M",2.000000,48238.800000,"N",34.706667,23.280000,0.000000,168.030000,0.000000,"CC","FreeLocal","Standard",191.320000,1.000000
1229,"T","F","M",0.000000,28770.900000,"N",12.340000,27.990000,5.320000,16.270000,0.000000,"CH","FreeLocal","Standard",49.600000,3.000000
1230,"F","F","M",2.000000,87578.200000,"Y",53.366667,0.290000,0.000000,22.150000,0.000000,"CC","Budget","Standard",22.440000,4.000000
1231,"F","F","M",2.000000,86695.400000,"N",13.906667,25.940000,0.000000,32.090000,0.000000,"CC","FreeLocal","Standard",58.030000,1.000000
1233,"F","F","S",2.000000,76791.200000,"N",43.000000,20.710000,0.000000,23.000000,0.000000,"CC","Budget","Intnl_discount",43.710000,3.000000
1237,"T","F","S",1.000000,30763.800000,"Y",14.193333,21.320000,0.000000,35.850000,0.000000,"CC","Budget","Standard",57.170000,3.000000
1238,"F","F","M",2.000000,3193.600000,"N",54.046667,4.190000,0.000000,114.620000,1.000000,"CH","Budget","Standard",118.820000,3.000000
1239,"F","M","M",1.000000,69680.900000,"N",15.846667,7.670000,0.000000,32.120000,0.000000,"CC","FreeLocal","Intnl_discount",39.800000,2.000000
